id,age,job_type,marital_status,salary,education_level,bad_credit,mortgage,credit_cards,contact_type,contact_month,contact_weekday,contacts,days_since_contact,previous,cust_lifetime_value,subscribed
12079,44,laborer,married,32641,elementary,no,yes,yes,email,dec,mon,1,999,0,6108,1
12080,45,laborer,married,25513,elementary,no,no,no,mobile,aug,fri,1,999,0,7534,0
12081,27,administrative,married,60387,high school,no,yes,no,mobile,jul,mon,3,999,0,5438,0
12082,51,technician,single,56707,trade school,no,no,no,mobile,aug,wed,1,999,0,6123,0
12083,36,laborer,married,30613,elementary,no,yes,no,mobile,may,tue,1,999,0,8709,0
12084,35,technician,married,49242,trade school,no,no,yes,mobile,aug,mon,2,999,0,8958,1
12085,35,laborer,married,25032,elementary,unknown,no,no,mobile,may,thu,1,999,1,5952,0
12086,32,administrative,single,127931,university,no,yes,no,mobile,mar,mon,2,999,0,5255,0
12087,59,housekeeping,married,27382,elementary,unknown,yes,yes,mobile,aug,mon,5,999,0,5495,1
12088,30,laborer,married,64409,high school,unknown,yes,no,mobile,jul,mon,3,999,0,8177,1
12089,21,student,single,31665,elementary,no,no,no,mobile,nov,mon,2,999,0,7801,0
12090,37,services,married,39761,high school,no,yes,yes,mobile,oct,fri,2,12,2,7078,1
12091,41,management,married,30277,unknown,no,yes,no,email,may,thu,1,999,0,6390,0
12092,42,self-employed,married,138382,university,no,no,no,email,jul,wed,1,999,0,7187,0
12093,42,services,divorced,96687,university,no,unknown,unknown,mobile,nov,tue,1,999,1,8123,1
12094,30,technician,married,59161,trade school,unknown,no,no,mobile,aug,mon,2,999,0,5467,0
12095,33,administrative,married,89386,university,no,yes,no,mobile,aug,thu,1,999,0,6592,0
12096,59,management,married,31356,elementary,unknown,yes,yes,email,may,tue,1,999,0,7221,1
12097,38,laborer,married,32162,elementary,unknown,yes,no,email,jun,tue,4,999,0,6170,0
12098,36,administrative,married,137307,university,no,yes,no,mobile,nov,wed,2,999,1,9500,0
12099,40,administrative,married,111000,university,no,no,no,mobile,nov,fri,2,999,1,5965,0
12100,38,technician,married,30469,elementary,no,no,no,email,may,thu,3,999,0,8795,0
12101,49,laborer,married,26302,elementary,no,no,no,email,jun,tue,5,999,0,6011,0
12102,35,laborer,single,54777,high school,unknown,no,no,mobile,jul,thu,3,999,0,7402,0
12103,54,self-employed,married,38312,high school,no,yes,yes,mobile,aug,thu,3,999,0,7889,1
12104,28,administrative,single,159471,university,no,yes,no,mobile,nov,wed,1,999,0,5221,0
12105,30,unemployed,married,152423,university,no,no,no,mobile,nov,thu,1,999,0,7264,0
12106,36,laborer,married,36539,high school,no,yes,no,mobile,dec,thu,1,999,0,8899,0
12107,40,administrative,divorced,23999,elementary,no,yes,yes,mobile,jul,fri,3,999,0,5449,1
12108,25,unemployed,married,62679,high school,unknown,no,no,mobile,jul,fri,10,999,0,7813,0
12109,57,laborer,married,30139,elementary,unknown,yes,no,email,jun,wed,5,999,0,8090,0
12110,55,unknown,married,30362,unknown,unknown,yes,no,email,may,fri,1,999,0,7815,0
12111,51,technician,divorced,29257,unknown,unknown,no,no,email,jul,fri,1,999,0,7234,0
12112,55,administrative,married,22167,elementary,no,no,no,mobile,nov,thu,3,999,0,7132,0
12113,33,administrative,married,125451,university,no,no,no,mobile,jul,mon,3,999,0,8196,0
12114,31,administrative,married,103304,university,unknown,yes,no,email,may,mon,1,999,0,8375,0
12115,25,unknown,single,141298,university,no,yes,no,email,apr,thu,2,999,0,8115,1
12116,27,technician,married,56040,trade school,no,yes,no,mobile,jul,thu,1,999,0,8365,0
12117,34,technician,married,90389,university,no,no,yes,mobile,jul,thu,2,999,0,5464,1
12118,40,technician,married,57689,trade school,no,no,no,email,may,tue,1,999,0,8508,0
12119,34,administrative,married,94840,university,no,yes,no,mobile,jul,wed,6,999,0,9375,1
12120,28,technician,married,29910,elementary,no,no,no,mobile,apr,thu,1,999,0,8908,0
12121,60,housekeeping,married,61778,high school,unknown,yes,no,email,may,wed,1,999,0,6021,0
12122,62,management,divorced,53016,high school,no,no,no,mobile,aug,mon,1,999,0,7272,1
12123,40,laborer,married,26087,elementary,no,no,no,email,jun,mon,2,999,0,5963,0
12124,41,administrative,married,95159,university,unknown,yes,no,mobile,aug,mon,2,999,0,6045,0
12125,54,laborer,married,28088,elementary,unknown,yes,yes,mobile,aug,wed,1,999,0,7323,1
12126,35,administrative,single,59729,high school,no,yes,no,email,may,wed,4,999,0,8236,0
12127,52,laborer,divorced,26186,elementary,no,no,no,mobile,jul,wed,4,999,0,8767,0
12128,44,unemployed,married,38274,high school,no,yes,no,mobile,aug,thu,1,999,0,5760,0
12129,29,services,divorced,37925,high school,no,yes,no,mobile,jul,wed,1,999,0,6720,0
12130,43,administrative,married,63885,high school,no,yes,no,email,jun,fri,2,999,0,7581,0
12131,54,services,married,64178,high school,no,no,no,mobile,aug,tue,4,999,0,9361,0
12132,26,laborer,single,56749,high school,no,yes,no,email,may,wed,1,999,0,5210,0
12133,41,laborer,married,27314,elementary,no,no,no,mobile,apr,fri,1,999,1,5147,0
12134,39,laborer,married,45954,trade school,unknown,no,no,email,may,tue,2,999,0,8771,0
12135,38,unemployed,married,25134,elementary,unknown,no,no,email,may,mon,2,999,0,7715,0
12136,44,technician,single,32031,elementary,unknown,no,no,email,jun,fri,9,999,0,7959,0
12137,54,retired,married,57003,trade school,unknown,no,no,mobile,aug,tue,2,999,0,7360,1
12138,28,laborer,married,23041,elementary,unknown,yes,no,email,may,fri,7,999,0,8761,0
12139,33,administrative,married,64757,high school,no,yes,no,mobile,may,tue,1,999,0,7571,0
12140,54,technician,married,62288,high school,no,yes,no,email,jun,fri,2,999,0,5346,0
12141,33,services,married,56453,high school,no,no,no,email,may,fri,4,999,0,6462,0
12142,33,laborer,married,24552,elementary,no,yes,yes,mobile,nov,mon,1,999,0,8140,1
12143,36,services,married,49261,high school,no,yes,no,mobile,may,tue,2,999,0,5705,0
12144,25,technician,single,110652,university,no,yes,no,mobile,aug,fri,2,999,1,6231,0
12145,54,entrepreneur,married,27881,elementary,no,no,yes,email,jun,fri,6,999,0,5577,1
12146,49,laborer,single,46049,high school,no,yes,no,mobile,may,mon,3,999,0,8973,0
12147,36,laborer,married,38092,high school,no,no,yes,email,jun,fri,3,999,0,9315,1
12148,34,technician,married,56242,trade school,no,yes,no,mobile,may,mon,1,999,1,7052,1
12149,31,technician,married,139142,university,unknown,no,no,mobile,aug,wed,3,999,0,8395,0
12150,31,housekeeping,divorced,58586,high school,no,yes,no,email,may,fri,1,999,0,5234,0
12151,34,unemployed,married,28131,elementary,unknown,yes,no,mobile,apr,fri,3,999,0,7798,0
12152,51,administrative,divorced,121998,university,unknown,no,no,mobile,aug,fri,1,999,0,5192,0
12153,30,administrative,married,90891,university,no,yes,no,mobile,aug,thu,23,999,0,6762,0
12154,41,laborer,married,26887,elementary,no,yes,yes,mobile,may,wed,2,999,0,7525,1
12155,44,retired,single,30983,elementary,no,no,no,mobile,nov,mon,1,999,1,5190,0
12156,30,administrative,married,48337,high school,unknown,no,yes,mobile,aug,thu,1,999,0,6510,1
12157,35,technician,single,140163,university,no,no,no,email,may,thu,5,999,0,6606,0
12158,45,administrative,married,75030,university,no,no,no,mobile,sep,mon,1,999,0,5479,0
12159,48,laborer,married,30081,elementary,no,no,no,mobile,jul,wed,1,999,0,7937,0
12160,28,technician,single,61064,trade school,no,yes,no,mobile,jul,mon,3,999,0,9188,1
12161,41,unknown,married,25521,unknown,no,yes,yes,mobile,aug,mon,2,999,0,6664,1
12162,44,administrative,married,28043,elementary,no,no,no,email,may,fri,2,999,0,8735,0
12163,33,laborer,married,34754,elementary,no,no,no,mobile,nov,thu,1,999,0,6254,1
12164,54,technician,married,31389,elementary,no,no,no,mobile,jul,thu,1,999,0,8071,0
12165,50,administrative,married,46398,high school,no,no,no,email,nov,tue,4,999,0,8390,0
12166,59,laborer,divorced,29168,elementary,no,no,no,email,may,fri,2,999,0,8605,0
12167,41,administrative,married,140796,university,no,no,no,mobile,aug,thu,5,999,0,8525,0
12168,68,retired,married,36605,high school,no,no,yes,mobile,apr,mon,2,999,0,7265,1
12169,36,technician,married,38407,high school,no,no,no,mobile,aug,mon,3,999,0,6689,0
12170,42,administrative,single,101386,university,no,no,no,email,may,thu,3,999,0,7076,0
12171,29,laborer,divorced,62816,high school,no,yes,no,mobile,may,fri,1,999,0,5399,0
12172,31,laborer,married,30188,elementary,no,yes,no,email,may,mon,10,999,0,6064,0
12173,52,self-employed,divorced,34898,elementary,no,yes,no,mobile,nov,thu,5,999,1,6683,0
12174,44,laborer,married,24563,elementary,no,no,no,email,may,wed,2,999,0,7585,0
12175,50,services,married,27984,elementary,unknown,yes,no,email,may,wed,1,999,0,7591,1
12176,47,services,married,53454,trade school,no,yes,no,email,may,fri,2,999,0,6697,0
12177,41,management,married,51933,high school,no,no,no,mobile,may,mon,1,999,2,6863,0
12178,47,technician,divorced,155638,university,no,no,no,email,may,mon,3,999,0,7495,0
12179,40,administrative,divorced,56372,high school,no,no,no,mobile,aug,thu,2,999,0,6465,0
12180,33,technician,married,117671,university,no,no,no,mobile,sep,wed,1,999,0,5848,1
12181,48,technician,single,30318,unknown,no,unknown,unknown,email,may,tue,19,999,0,8177,0
12182,56,technician,married,80436,university,no,no,yes,email,jun,mon,1,999,0,5971,1
12183,42,administrative,married,34559,unknown,no,no,no,mobile,nov,mon,1,999,1,9269,0
12184,57,administrative,married,100247,university,no,yes,no,email,jun,fri,3,999,0,6283,0
12185,36,services,married,27734,elementary,unknown,yes,no,mobile,may,mon,6,999,1,9178,0
12186,36,laborer,married,25999,elementary,unknown,no,no,email,may,fri,2,999,0,6079,0
12187,74,retired,married,32993,elementary,no,no,no,email,apr,mon,5,999,0,6110,1
12188,43,administrative,married,37701,high school,no,yes,no,mobile,aug,mon,1,999,0,9387,0
12189,34,technician,married,57071,trade school,no,yes,no,mobile,may,tue,2,999,1,7510,0
12190,35,technician,married,56736,trade school,unknown,yes,no,email,jun,fri,2,999,0,7585,0
12191,55,housekeeping,married,30693,elementary,no,yes,no,email,may,thu,1,999,0,7616,0
12192,47,housekeeping,married,34803,elementary,no,yes,yes,email,jun,mon,2,999,0,5870,1
12193,34,laborer,divorced,26183,elementary,no,yes,no,email,may,fri,8,999,1,8108,0
12194,49,administrative,divorced,48527,trade school,no,yes,yes,mobile,aug,mon,1,999,0,5063,1
12195,38,laborer,married,27498,elementary,no,no,no,email,jul,tue,1,999,0,7479,0
12196,50,laborer,married,102036,university,unknown,no,no,mobile,nov,fri,1,999,0,7522,0
12197,38,administrative,single,47487,high school,no,yes,yes,mobile,apr,thu,1,13,1,9497,1
12198,40,services,married,61102,high school,no,yes,no,mobile,apr,thu,2,999,0,8016,0
12199,33,laborer,single,69857,university,no,yes,yes,mobile,may,wed,4,999,0,7950,1
12200,43,administrative,married,98642,university,unknown,yes,no,mobile,jul,tue,2,999,0,7532,0
12201,34,technician,married,51662,trade school,no,no,no,mobile,jul,wed,3,999,0,5448,0
12202,38,housekeeping,married,33402,elementary,no,yes,no,email,may,mon,2,999,0,7698,0
12203,57,retired,married,143303,university,no,yes,no,mobile,apr,thu,1,2,1,5103,1
12204,40,unemployed,married,22545,elementary,no,yes,yes,email,may,fri,3,999,0,5326,1
12205,52,self-employed,married,146970,university,no,yes,no,email,may,fri,4,999,0,7438,0
12206,29,administrative,married,138439,university,no,yes,no,mobile,aug,wed,1,999,0,8201,0
12207,41,laborer,married,30421,elementary,no,yes,no,mobile,may,wed,1,999,0,7252,1
12208,40,services,married,26257,elementary,unknown,no,no,mobile,apr,thu,2,999,2,6382,0
12209,28,laborer,married,23588,elementary,no,yes,yes,mobile,jul,mon,2,999,0,6852,1
12210,32,technician,married,25991,unknown,no,no,no,mobile,jul,fri,2,999,0,6480,0
12211,41,laborer,married,26865,elementary,unknown,no,no,email,jun,thu,1,999,0,8742,0
12212,33,administrative,married,159624,university,no,unknown,unknown,mobile,aug,mon,4,999,0,9175,0
12213,81,housekeeping,married,34694,elementary,no,yes,no,mobile,oct,wed,2,999,0,6938,0
12214,27,laborer,married,25133,elementary,no,yes,no,email,may,thu,3,999,0,9456,0
12215,58,management,married,29791,elementary,no,no,no,mobile,nov,fri,3,999,0,5798,0
12216,28,entrepreneur,married,27299,elementary,unknown,yes,no,email,may,wed,1,999,0,8490,0
12217,51,laborer,married,32435,elementary,no,yes,yes,email,may,mon,2,999,0,8739,1
12218,30,technician,single,95386,university,no,yes,no,mobile,aug,mon,2,999,0,5106,0
12219,43,services,married,46831,high school,no,no,no,mobile,nov,mon,1,999,0,5315,0
12220,29,administrative,single,41026,high school,no,yes,no,mobile,jun,fri,2,999,0,5112,0
12221,33,administrative,married,38423,high school,no,yes,no,mobile,jul,fri,1,999,0,6531,0
12222,56,unemployed,divorced,58900,trade school,no,yes,no,mobile,jul,tue,4,999,0,6565,0
12223,76,retired,divorced,25711,elementary,no,no,no,mobile,aug,tue,1,999,1,6575,1
12224,45,laborer,married,31564,elementary,no,no,yes,email,jun,fri,1,999,0,5463,1
12225,53,technician,married,47419,trade school,unknown,no,no,mobile,jul,fri,1,999,0,7587,0
12226,36,management,divorced,55239,trade school,no,no,no,email,jun,thu,2,999,0,8738,0
12227,29,administrative,divorced,53057,high school,no,yes,no,mobile,nov,tue,2,999,0,6012,0
12228,49,administrative,married,41953,high school,no,yes,no,mobile,jul,fri,2,999,0,8542,0
12229,54,housekeeping,married,26390,unknown,no,yes,no,mobile,apr,fri,1,999,1,5405,0
12230,49,administrative,married,104631,university,no,no,no,mobile,aug,tue,5,999,0,6501,1
12231,30,technician,married,53675,trade school,no,yes,no,mobile,oct,mon,1,9,2,8932,1
12232,29,unemployed,single,38529,high school,no,yes,no,mobile,oct,fri,2,999,0,6684,0
12233,29,laborer,married,24242,elementary,no,yes,no,mobile,aug,fri,1,999,1,7497,0
12234,50,management,married,23952,elementary,no,yes,no,mobile,nov,tue,1,999,1,8964,0
12235,59,technician,married,45055,high school,no,yes,no,mobile,aug,mon,5,999,0,7350,0
12236,31,services,married,57635,high school,no,no,no,email,may,wed,6,999,0,7380,0
12237,33,laborer,single,34931,elementary,no,no,no,mobile,may,tue,1,999,0,5614,0
12238,54,laborer,married,22477,elementary,no,yes,no,mobile,aug,mon,3,999,0,5353,0
12239,40,housekeeping,single,113038,university,no,no,yes,email,may,mon,1,999,0,8177,1
12240,46,laborer,married,111339,university,no,yes,yes,email,jun,tue,5,999,0,6387,1
12241,32,administrative,single,142499,university,no,unknown,unknown,email,nov,mon,3,7,1,5927,1
12242,41,management,married,34835,unknown,unknown,no,no,email,jun,tue,4,999,0,5099,0
12243,34,laborer,single,124573,university,no,yes,yes,email,may,fri,6,999,0,5954,1
12244,50,technician,married,35973,high school,unknown,yes,yes,email,jun,fri,1,999,0,6363,1
12245,37,laborer,married,55587,trade school,no,no,no,email,may,mon,1,999,0,6828,0
12246,25,unemployed,single,119350,university,no,yes,no,mobile,apr,thu,2,999,0,7576,1
12247,31,administrative,single,103201,university,no,no,no,mobile,nov,fri,2,999,1,8521,0
12248,34,administrative,single,50347,high school,no,no,no,mobile,apr,tue,1,999,0,8980,0
12249,35,laborer,married,32949,elementary,unknown,no,no,mobile,may,thu,1,999,1,6603,0
12250,36,laborer,married,28448,elementary,unknown,yes,no,email,may,thu,6,999,0,8272,0
12251,45,student,single,33260,unknown,no,yes,no,mobile,oct,wed,2,999,2,7503,0
12252,40,administrative,single,115395,university,no,yes,no,mobile,jul,fri,1,999,0,7746,0
12253,29,laborer,single,22336,elementary,no,yes,no,mobile,jul,thu,1,999,0,8827,0
12254,30,laborer,single,24502,elementary,no,no,no,mobile,may,thu,1,999,1,6161,0
12255,33,housekeeping,single,116216,university,unknown,yes,no,mobile,aug,wed,3,999,0,5906,0
12256,44,laborer,single,31382,elementary,unknown,yes,no,mobile,nov,thu,1,999,0,6890,0
12257,34,management,married,56562,high school,no,yes,no,email,aug,mon,7,999,0,7330,0
12258,34,laborer,married,27149,elementary,no,no,no,email,jun,mon,1,999,0,6271,0
12259,42,administrative,married,78973,university,no,yes,no,email,may,mon,3,999,0,8375,0
12260,41,administrative,divorced,44247,high school,no,no,no,mobile,jul,tue,3,999,0,7920,0
12261,36,administrative,married,70901,university,no,no,no,mobile,may,tue,1,999,1,5745,0
12262,31,administrative,single,77381,university,no,no,no,mobile,aug,thu,9,999,0,5554,0
12263,40,self-employed,married,29957,unknown,unknown,no,no,mobile,jul,mon,9,999,0,7196,0
12264,31,administrative,single,44006,high school,no,yes,no,mobile,jul,wed,1,999,1,5522,0
12265,72,retired,divorced,151115,university,no,no,no,mobile,aug,tue,1,999,0,8774,0
12266,50,laborer,divorced,28711,elementary,no,yes,no,mobile,may,mon,1,999,0,7560,0
12267,39,laborer,married,34913,elementary,no,yes,no,mobile,may,fri,1,999,0,6037,0
12268,41,administrative,married,39713,high school,no,yes,no,email,may,thu,1,999,0,7776,0
12269,37,entrepreneur,single,34389,elementary,unknown,yes,no,mobile,jul,tue,3,999,0,8553,0
12270,51,laborer,married,26438,elementary,unknown,yes,no,email,may,mon,1,999,0,7467,0
12271,19,student,single,31116,elementary,no,yes,no,mobile,mar,fri,4,999,0,7086,1
12272,35,laborer,married,30281,elementary,no,yes,no,mobile,apr,fri,1,999,0,5939,0
12273,32,laborer,married,30927,elementary,no,yes,no,mobile,may,fri,2,999,0,8572,0
12274,52,laborer,married,31683,elementary,no,no,no,mobile,aug,fri,1,999,0,8727,0
12275,47,technician,married,25579,elementary,no,no,yes,mobile,nov,wed,1,999,0,7750,1
12276,49,technician,divorced,46911,high school,no,no,no,mobile,aug,tue,2,999,0,6453,0
12277,31,self-employed,single,82338,university,no,no,no,mobile,dec,wed,1,999,0,7617,1
12278,44,laborer,married,46161,trade school,unknown,no,no,mobile,jul,tue,4,999,0,8472,0
12279,50,entrepreneur,married,23533,elementary,unknown,yes,no,mobile,nov,thu,1,999,0,7826,0
12280,28,laborer,single,23692,elementary,no,no,no,mobile,may,thu,1,999,0,6765,0
12281,32,technician,single,57229,high school,no,yes,no,mobile,may,tue,1,999,0,5314,1
12282,45,entrepreneur,married,23879,unknown,no,no,no,email,jun,wed,5,999,0,5593,0
12283,43,administrative,divorced,71852,university,no,no,no,mobile,jul,wed,1,999,0,7004,0
12284,49,administrative,married,36866,high school,no,yes,no,mobile,aug,wed,2,15,1,7542,1
12285,31,services,single,35873,high school,no,yes,no,email,may,fri,9,999,0,7527,0
12286,34,self-employed,divorced,149503,university,no,yes,no,email,jul,mon,3,999,0,5519,0
12287,53,management,married,72537,university,no,yes,no,mobile,aug,mon,3,999,0,5055,0
12288,47,laborer,married,28252,elementary,no,no,no,mobile,jul,mon,3,999,0,9168,0
12289,38,laborer,married,30810,elementary,unknown,no,no,mobile,jul,tue,1,999,0,6599,1
12290,36,administrative,divorced,45984,high school,no,yes,yes,mobile,jul,wed,2,999,0,6578,1
12291,31,technician,single,56844,trade school,no,yes,no,mobile,aug,mon,5,999,0,5553,0
12292,50,management,divorced,60096,high school,unknown,no,no,email,may,wed,7,999,0,6787,0
12293,24,student,single,42094,high school,unknown,no,no,mobile,jun,mon,1,999,1,6069,0
12294,34,technician,married,59510,trade school,no,yes,no,mobile,nov,wed,2,999,0,7192,0
12295,49,administrative,single,63901,high school,no,yes,no,mobile,jul,tue,2,999,0,6144,0
12296,35,administrative,married,24629,elementary,no,yes,no,mobile,jul,tue,10,999,0,6063,0
12297,51,technician,married,123236,university,no,yes,no,email,may,tue,2,999,0,8956,0
12298,43,laborer,single,27005,elementary,no,no,no,mobile,jul,thu,2,999,0,9057,0
12299,36,laborer,single,58556,high school,no,yes,no,email,may,fri,2,999,0,6005,0
12300,33,technician,married,43177,high school,unknown,no,no,mobile,aug,fri,1,999,0,6268,0
12301,39,administrative,married,53843,high school,no,yes,yes,email,jun,fri,19,999,0,7746,1
12302,39,laborer,married,26429,elementary,unknown,yes,no,email,may,wed,9,999,0,9299,0
12303,39,technician,divorced,60970,trade school,no,yes,no,email,may,fri,2,999,0,8193,0
12304,35,technician,married,48653,trade school,no,yes,no,email,jun,tue,3,999,0,8576,0
12305,36,services,divorced,82181,university,no,no,no,email,may,fri,1,999,0,9162,0
12306,39,laborer,married,22411,elementary,no,yes,no,email,may,fri,1,999,0,7344,0
12307,55,administrative,married,51489,high school,no,yes,no,mobile,jul,mon,3,999,0,5158,0
12308,26,student,single,33267,elementary,no,yes,no,mobile,oct,tue,2,999,1,9221,0
12309,56,administrative,married,71781,university,unknown,yes,no,mobile,aug,wed,6,999,0,7456,0
12310,80,retired,married,33822,elementary,no,no,no,mobile,aug,wed,4,999,0,8551,0
12311,31,administrative,married,51668,trade school,no,no,no,mobile,mar,mon,2,999,0,8926,1
12312,46,laborer,married,31046,elementary,unknown,no,no,email,may,tue,2,999,0,6484,0
12313,46,services,single,32386,elementary,no,no,no,mobile,apr,thu,3,6,1,6145,1
12314,55,services,divorced,26071,elementary,unknown,yes,no,email,may,tue,2,999,0,6226,0
12315,33,management,married,100756,university,no,no,yes,email,jun,fri,7,999,0,5328,1
12316,29,administrative,single,48543,high school,no,yes,no,mobile,jul,tue,2,999,0,8581,0
12317,32,student,single,112246,university,no,no,no,email,may,mon,1,999,0,6073,0
12318,34,administrative,married,42738,high school,no,no,no,mobile,jul,wed,5,999,0,8104,1
12319,31,technician,married,58532,trade school,no,no,no,mobile,aug,thu,10,999,0,5573,0
12320,25,administrative,single,35664,high school,no,no,no,mobile,may,mon,4,999,0,5623,0
12321,41,laborer,married,33363,elementary,no,no,no,email,jul,wed,5,999,0,8874,0
12322,34,administrative,single,93165,university,no,no,no,mobile,sep,fri,3,3,2,7256,1
12323,35,administrative,divorced,72953,university,no,yes,no,mobile,aug,wed,4,999,0,8665,0
12324,40,laborer,married,22136,elementary,unknown,yes,no,mobile,jul,thu,1,999,0,6146,0
12325,38,services,single,52847,high school,unknown,no,yes,email,may,thu,3,999,0,7758,1
12326,54,administrative,married,62273,high school,no,yes,no,mobile,aug,fri,1,999,0,7744,0
12327,46,laborer,married,25009,elementary,unknown,yes,no,mobile,may,fri,3,999,0,7942,0
12328,43,laborer,married,26059,elementary,unknown,no,no,mobile,may,fri,3,999,0,7701,0
12329,71,retired,single,154145,university,no,yes,no,mobile,oct,tue,1,999,0,6755,0
12330,25,student,single,26102,unknown,unknown,yes,no,mobile,aug,fri,1,15,2,7496,1
12331,37,administrative,single,49461,high school,no,no,no,email,may,tue,3,999,0,6979,0
12332,22,student,single,27359,elementary,no,no,no,mobile,may,thu,1,999,0,6343,0
12333,29,services,married,60970,high school,unknown,yes,yes,mobile,nov,thu,4,999,0,7493,1
12334,46,administrative,married,31059,elementary,no,no,no,mobile,apr,mon,2,999,0,7402,0
12335,43,management,married,70734,university,unknown,no,no,mobile,may,tue,2,999,1,8853,0
12336,32,administrative,single,70839,university,no,no,no,mobile,nov,mon,1,999,1,6087,0
12337,45,services,married,59170,trade school,no,yes,yes,mobile,jul,mon,1,999,0,6444,1
12338,27,administrative,single,87948,university,unknown,yes,no,mobile,jul,tue,1,999,0,5190,0
12339,37,laborer,married,22283,elementary,no,yes,no,email,nov,mon,3,999,0,7005,0
12340,56,unemployed,divorced,23376,elementary,no,no,yes,mobile,oct,fri,2,5,3,8285,1
12341,45,laborer,divorced,32188,elementary,unknown,yes,no,mobile,jul,fri,1,999,0,7195,0
12342,54,management,married,150664,university,no,no,no,mobile,apr,thu,1,999,0,8800,0
12343,37,administrative,single,39193,high school,no,no,no,mobile,jul,thu,2,7,3,5358,1
12344,52,laborer,married,28401,elementary,unknown,no,no,mobile,may,mon,3,999,0,6462,0
12345,43,technician,married,60736,trade school,no,no,no,email,may,wed,2,999,0,7665,0
12346,70,retired,married,34276,elementary,no,yes,no,mobile,oct,tue,2,999,0,7980,0
12347,38,services,married,57428,high school,no,yes,no,mobile,jul,tue,1,999,0,7650,0
12348,42,administrative,married,104948,university,no,no,no,mobile,nov,mon,2,999,0,8790,0
12349,27,services,married,54358,high school,no,no,no,mobile,jul,wed,4,999,0,7394,0
12350,50,administrative,married,61385,high school,unknown,yes,no,mobile,jul,mon,2,999,0,6159,0
12351,34,administrative,divorced,152187,university,no,yes,no,mobile,aug,mon,4,999,0,5006,0
12352,35,technician,single,110478,university,no,yes,yes,email,aug,thu,4,999,0,9256,1
12353,54,laborer,married,25030,elementary,no,no,no,mobile,jul,mon,1,999,0,5932,0
12354,41,laborer,married,24731,elementary,unknown,no,no,email,jun,tue,1,999,0,6864,0
12355,57,laborer,divorced,29908,unknown,unknown,no,no,email,jun,mon,1,999,0,8031,0
12356,41,technician,married,50596,trade school,unknown,yes,no,email,may,thu,4,999,0,6513,0
12357,88,retired,divorced,24505,elementary,no,yes,no,mobile,mar,wed,1,999,0,6880,0
12358,37,administrative,married,73916,university,no,no,no,mobile,aug,wed,1,999,0,7868,1
12359,45,laborer,single,56278,trade school,no,yes,no,mobile,may,fri,2,999,0,5147,0
12360,48,administrative,divorced,55860,high school,unknown,yes,yes,mobile,may,mon,1,999,0,5524,1
12361,30,laborer,single,43031,high school,no,no,no,mobile,nov,mon,1,999,0,7042,1
12362,32,administrative,married,144440,university,no,no,no,email,may,tue,1,999,0,5836,0
12363,52,technician,married,116372,university,no,no,no,email,may,fri,5,999,0,5309,0
12364,47,technician,divorced,50656,high school,no,no,no,mobile,jul,thu,3,999,0,6936,0
12365,31,administrative,married,79897,university,no,yes,no,mobile,aug,wed,1,999,0,8203,1
12366,29,technician,single,156443,university,no,no,no,mobile,may,mon,7,999,0,9027,0
12367,36,administrative,single,95532,university,no,yes,yes,email,may,wed,2,999,0,7320,1
12368,42,laborer,married,28206,elementary,unknown,yes,no,email,may,wed,2,999,0,8306,0
12369,52,services,married,59541,high school,unknown,yes,no,email,may,mon,1,999,0,8234,0
12370,59,retired,divorced,157645,university,no,no,no,email,jun,mon,6,999,0,5115,1
12371,50,unknown,married,24015,unknown,unknown,yes,no,email,jul,tue,1,999,0,8797,0
12372,49,laborer,married,32933,elementary,unknown,no,no,mobile,aug,tue,1,999,0,6311,0
12373,32,laborer,married,32549,elementary,unknown,no,no,mobile,jul,wed,1,999,0,5642,0
12374,37,technician,married,142486,university,no,no,no,mobile,aug,wed,4,999,0,7037,0
12375,37,unemployed,married,51135,high school,no,yes,no,email,jun,tue,1,999,0,5084,0
12376,35,laborer,married,31351,unknown,no,yes,no,mobile,jul,mon,4,999,0,8644,0
12377,38,unknown,divorced,44938,high school,unknown,yes,no,email,jun,mon,1,999,0,7044,0
12378,37,technician,married,61888,trade school,unknown,no,no,email,jul,mon,2,999,0,9218,0
12379,30,administrative,married,151408,university,no,no,yes,mobile,may,mon,2,9,2,8009,1
12380,36,administrative,married,63390,high school,no,no,no,email,may,wed,2,999,0,7278,0
12381,56,entrepreneur,married,23068,unknown,no,yes,no,mobile,jul,thu,2,999,0,5535,1
12382,24,administrative,single,43419,high school,no,no,no,mobile,jul,wed,5,999,0,8892,0
12383,31,services,married,41107,high school,no,yes,no,mobile,jul,mon,1,999,0,7247,0
12384,41,entrepreneur,single,60377,high school,no,yes,no,email,jul,thu,2,999,0,6609,0
12385,31,services,married,22696,elementary,no,no,no,mobile,apr,mon,3,999,0,6567,0
12386,52,entrepreneur,married,28410,elementary,unknown,no,no,email,may,wed,4,999,0,6716,0
12387,38,technician,married,37932,high school,no,no,no,mobile,aug,tue,2,999,0,8653,0
12388,38,laborer,married,30949,unknown,no,no,no,mobile,jul,tue,6,999,0,9292,0
12389,43,self-employed,divorced,93075,university,no,no,no,email,aug,mon,1,999,0,6641,0
12390,34,technician,divorced,59770,trade school,no,yes,no,mobile,may,fri,2,999,0,9033,1
12391,39,laborer,married,29332,elementary,unknown,yes,yes,email,may,tue,1,999,0,8512,1
